Idade,Faixa idade,Gênero,UF,Nível de Ensino,Área de Formação,Situação atual de trabalho,Setor,Número de Funcionários,Gestor?,Cargo como Gestor,Cargo Atual,Senioridade,Faixa salarial,Experiência na área de dados,Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?,Forma de trabalho,Forma de trabalho ideal,Qual o número aproximado de pessoas que atuam com dados na sua empresa hoje,Atuaçao,Quais das fontes de dados listadas você já analisou ou processou no trabalho,Dados relacionais,Dados em bancos NoSQL,Imagens,Textos/Documentos,Vídeos,Áudios,Planilhas,Dados georeferenciados,"Entre as fontes de dados listadas, quais você utiliza na maior parte do tempo?",Dados relacionais,Dados em bancos NoSQL,Imagens,Textos/Documentos,Vídeos,Áudios,Planilhas,Dados georeferenciados,Quais das linguagens listadas abaixo você utiliza no trabalho?,SQL,R,Python,C/C++/C#,.NET,Java,Julia,SAS/Stata,Visual Basic/VBA,Scala,Matlab,PHP,Javascript,Não utilizo nenhuma linguagem,"Entre as linguagens listadas abaixo, qual é a que você mais utiliza no trabalho?",SQL,R,Python,C/C++/C#,.NET,Java,Julia,SAS/Stata,Visual Basic/VBA,Scala,Matlab,PHP,Javascript,Não utilizo nenhuma linguagem,Quais dos bancos de dados/fontes de dados listados abaixo você utiliza no trabalho?,MySQL,Oracle,SQL SERVER,SAP,Amazon Aurora ou RDS,Amazon DynamoDB,CoachDB,Cassandra,MongoDB,MariaDB,Datomic,S3,PostgreSQL,ElasticSearch,DB2,Microsoft Access,SQLite,Sybase,Firebase,Vertica,Redis,Neo4J,Google BigQuery,Google Firestore,Amazon Redshift,Amazon Athena,Snowflake,Databricks,HBase,Presto,Splunk,SAP HANA,Hive,Firebird,Quais das opções de Cloud listadas abaixo você utiliza no trabalho?,AWS,Google Cloud,Azure,Oracle Cloud,IBM,Servidores On Premise/Não utilizamos Cloud,Cloud Própria
35,35-39,Masculino,BA,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3000,0,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1,1,0,0,0,0,0,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Databricks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Azure (Microsoft),0,0,1,0,0,0,0
39,35-39,Masculino,RJ,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Indústria,de 101 a 500,0,,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Textos/Documentos, Planilhas, Dados georeferenciados",0,0,0,1,0,0,1,1,"Textos/Documentos, Planilhas",0,0,0,1,0,0,1,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Microsoft Access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
29,25-29,Feminino,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Varejo,de 1001 a 3000,0,,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Planilhas, Dados georeferenciados",1,1,0,0,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"R, SQL, Python",1,1,1,0,0,0,0,0,0,0,0,0,0,0,R,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Oracle, MySQL, SQL SERVER, Amazon Redshift, Firebase, PostgreSQL",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Amazon Web Services (AWS), Oracle Cloud",1,0,0,1,0,0,0
26,25-29,Masculino,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outro,de 51 a 100,0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Amazon Aurora ou RDS, Amazon Redshift, Google BigQuery, S3, SQL SERVER, Amazon Athena, MySQL, Firebase",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
27,25-29,Masculino,DF,Graduação/Bacharelado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1000,0,,Outro,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Imagens, Vídeos, Planilhas",1,0,1,0,1,0,1,0,"Imagens, Planilhas",0,0,1,0,0,0,1,0,"Python, SQL",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Google BigQuery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
30,30-34,Masculino,SP,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 51 a 100,0,,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PostgreSQL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
35,35-39,Masculino,MG,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,de 501 a 1000,0,,Cientista de Dados/Data Scientist,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Imagens, Dados armazenados em bancos NoSQL, Vídeos, Dados de Sensores",1,1,1,0,1,0,0,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Google BigQuery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Google Cloud (GCP),0,1,0,0,0,0,0
32,30-34,Masculino,RJ,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,,,,,,,,,Buscando emprego na área de dados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,25-29,Masculino,MG,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,de 101 a 500,0,,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas, Dados georeferenciados, Dados armazenados em bancos NoSQL",1,1,0,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos",1,0,0,1,0,0,0,0,"Python, SQL",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Google BigQuery, MongoDB",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Google Cloud (GCP),0,1,0,0,0,0,0
26,25-29,Masculino,MG,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,de 101 a 500,0,,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas, Dados georeferenciados, Dados armazenados em bancos NoSQL",1,1,0,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos",1,0,0,1,0,0,0,0,"Python, SQL",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Google BigQuery, MongoDB",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Google Cloud (GCP),0,1,0,0,0,0,0
40,40-44,Masculino,RS,Mestrado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,0,,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Outra,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"JavaScript, Python, SQL",1,0,1,0,0,1,0,0,0,0,0,0,1,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SQL SERVER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Azure (Microsoft),0,0,1,0,0,0,0
40,40-44,Masculino,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),Outro,Acima de 3000,0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Imagens, Textos/Documentos, Áudios, Planilhas",1,1,1,1,0,1,1,0,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1,1,0,0,0,0,0,0,"Python, Scala",0,0,1,0,0,0,0,0,0,1,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Hive, Snowflake, Oracle, Databricks, SQL SERVER, Cassandra, MySQL",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Azure (Microsoft),0,0,1,0,0,0,0
20,17-21,Masculino,PB,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,,,,,,,,,Buscando emprego na área de dados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,17-21,Masculino,MG,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Somente Estudante (graduação),,,,,,,,,,,,,Buscando emprego na área de dados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,30-34,Masculino,GO,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 51 a 100,0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,de 6 a 10 anos,Modelo 100% remoto,Modelo 100% remoto,,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Textos/Documentos, Planilhas, Dados georeferenciados",1,1,0,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Python, Scala",1,0,1,0,0,0,0,0,0,1,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Amazon Athena, Google BigQuery, Amazon Redshift, MySQL, Oracle, Amazon Aurora ou RDS, DynamoDB, PostgreSQL, S3, Elasticsearch",1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
34,30-34,Feminino,MG,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desempregado e não estou buscando recolocação,,,,,,,,,,,,,Buscando emprego na área de dados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,50-54,Masculino,RJ,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,de 101 a 500,0,,Analista de Negócios/Business Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,de 6 a 10 anos,Modelo 100% remoto,Modelo 100% remoto,,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, C/C++/C#, .NET",1,0,0,1,1,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL SERVER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Azure (Microsoft),0,0,1,0,0,0,0
30,30-34,Masculino,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Marketing,de 51 a 100,0,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Textos/Documentos, Planilhas, Dados georeferenciados",1,1,0,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1,1,0,0,0,0,0,0,"SQL, Python, Scala",1,0,1,0,0,0,0,0,0,1,0,0,0,0,Scala,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"PostgreSQL, SQL SERVER, S3",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amazon Web Services (AWS), Google Cloud (GCP)",1,1,0,0,0,0,0
45,45-49,Masculino,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Indústria,de 101 a 500,0,,Analista de Marketing,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,,Outra,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos",1,0,0,1,0,0,0,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"SQL, Visual Basic/VBA",1,0,0,0,0,0,0,0,1,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL SERVER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
,55+,Masculino,RJ,Pós-graduação,Outras Engenharias,Empregado (CLT),Energia,de 501 a 1000,0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 6 a 10 anos,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Engenharia de Dados,"Dados armazenados em bancos NoSQL, Dados relacionais (estruturados em bancos SQL), Áudios, Planilhas, Dados georeferenciados, Imagens",1,1,1,0,0,1,1,1,"Textos/Documentos, Planilhas",0,0,0,1,0,0,1,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"S3, Amazon Redshift, Amazon Aurora ou RDS, Amazon Athena, DynamoDB",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Amazon Web Services (AWS), Azure (Microsoft)",1,0,1,0,0,0,0
46,45-49,Masculino,RS,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3000,0,,Outro,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Planilhas, Textos/Documentos",1,1,0,1,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Python, JavaScript",1,0,1,0,0,1,0,0,0,0,0,0,1,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"SQL SERVER, Oracle, PostgreSQL, MongoDB",0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cloud Própria, Azure (Microsoft)",0,0,1,0,0,0,1
23,22-24,Feminino,BA,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,de 501 a 1000,0,,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas, Textos/Documentos, Vídeos",1,0,0,1,1,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Google BigQuery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Google Cloud (GCP),0,1,0,0,0,0,0
33,30-34,Masculino,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 1001 a 3000,0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 6 a 10 anos,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Textos/Documentos, Planilhas",1,1,0,1,0,0,1,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amazon Aurora ou RDS, Google BigQuery, PostgreSQL, S3, Amazon Athena, Elasticsearch, Redis, Google Firestore, MySQL, MongoDB",1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,"Amazon Web Services (AWS), Google Cloud (GCP), Oracle Cloud",1,1,0,1,0,0,0
25,25-29,Masculino,SP,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Indústria,de 11 a 50,0,,Outro,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,Modelo 100% remoto,,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"Planilhas, Dados relacionais (estruturados em bancos SQL)",1,0,0,0,0,0,1,0,"SQL, Visual Basic/VBA",1,0,0,0,0,0,0,0,1,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Microsoft Access, SQL SERVER",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
33,30-34,Masculino,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 11 a 50,0,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Textos/Documentos, Planilhas, Dados georeferenciados, Imagens",1,1,1,1,0,0,1,1,"Planilhas, Dados georeferenciados",0,0,0,0,0,0,1,1,"Python, SQL",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Redis, S3, SQLite",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
26,25-29,Masculino,MG,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Acima de 3000,0,,Analista de Sistemas/Analista de TI,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Outra,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas, Dados georeferenciados",1,0,0,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Python, PHP",1,0,1,0,0,0,0,0,0,0,0,1,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oracle, MySQL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cloud Própria,0,0,0,0,0,0,1
54,50-54,Masculino,RS,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empreendedor ou Empregado (CNPJ),Consultoria,de 11 a 50,0,,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Outra,"Dados relacionais (estruturados em bancos SQL), Planilhas, Textos/Documentos",1,0,0,1,0,0,1,0,"Planilhas, Dados relacionais (estruturados em bancos SQL)",1,0,0,0,0,0,1,0,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"MySQL, SQL SERVER",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Azure (Microsoft),0,0,1,0,0,0,0
32,30-34,Feminino,MG,Pós-graduação,Outras Engenharias,Empregado (CLT),Educação,de 101 a 500,0,,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MySQL, S3, Presto",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
